title,author,author_bio,writing_location,nationality,active_city,lat,lon,year,field,summary,tags
Harry Potter and the Philosopher's Stone 哈利·波特与魔法石,J.K. Rowling,"英国当代作家(1965-),生于格洛斯特郡,曾任教师与研究助理。在爱丁堡咖啡馆完成首部哈利波特小说,创造了全球最具影响力的奇幻文学系列。","Edinburgh, Scotland",United Kingdom,Edinburgh,55.9533,-3.1883,1997,奇幻/儿童文学,"孤儿哈利·波特由刻薄的姨妈一家抚养,11岁生日时被告知自己是一位巫师,父母是被黑魔王伏地魔所害的英雄。他进入霍格沃茨魔法学校,结识好友罗恩和赫敏,发现自己天生擅长魁地奇,并卷入校园中关于魔法石的神秘事件。魔法石可炼制长生不老药,黑魔王残余意识企图借此重生。三人结成搭档穿越层层关卡,最终在密室中阻止伏地魔附身的奇洛教授。小说将寄宿学校传统、英国民间魔法与成长主题熔为一炉,开启了全球阅读文化的奇幻浪潮。",20世纪下半叶; 欧洲; 奇幻; 儿童文学; 成长; 神话与民间
Wolf Hall 狼厅,Hilary Mantel,"英国历史小说家(1952-2022),两次荣获布克奖。她以严谨考据与心理深度重写都铎王朝史,代表作《狼厅》三部曲被誉为英国历史小说的当代巅峰。","Devon, England",United Kingdom,London,50.7156,-3.5309,2009,历史小说,"小说从亨利八世首席大臣托马斯·克伦威尔的视角,重述都铎王朝的权力斗争。出身铁匠之子的克伦威尔通过自学律法与多国流亡经历崭露头角,辅佐红衣主教沃尔西,后在沃尔西失势后转而效忠国王。他协助亨利八世与王后凯瑟琳离婚、与教廷决裂、迎娶安妮·博林,并主导英国宗教改革。曼特尔以现在时与紧凑内心独白,将克伦威尔从历史教科书中的冷酷角色重塑为复杂、孤独的现代主义心灵,呈现一个旧秩序崩解、新世界诞生的关键时刻。",21世纪; 欧洲; 小说; 历史小说; 婚姻; 移民流亡
Wide Sargasso Sea 藻海无边,Jean Rhys,"多米尼克裔英国小说家(1890-1979),生于加勒比殖民地,后移居英国。作品聚焦边缘女性的精神流亡,以重写《简爱》前传一书重塑后殖民文学经典。","Cornwall, England",United Kingdom/Dominica,Roseau,15.3092,-61.3794,1966,文学/后殖民,"本书以《简爱》中那位被关在阁楼上的疯女人为主角,重构她的前史。安托瓦妮特生于牙买加奴隶解放后的种植园破败时代,母亲精神崩溃,她在种族与文化夹缝中长大。一桩包办婚姻让她嫁给从英国来的罗切斯特,他们短暂蜜月后矛盾爆发,他剥夺她的名字与财产,最终带她到英国关入桑菲尔德庄园。里斯以三重叙述与抒情语言,呈现殖民地白人女性的双重边缘处境,挑战经典文学中的他者形象,成为后殖民与女性主义批评的核心文本。",20世纪下半叶; 欧洲; 后殖民; 女性主义; 母女关系; 婚姻
Uncle Tom's Cabin 汤姆叔叔的小屋,Harriet Beecher Stowe,"美国废奴主义作家(1811-1896),牧师之女,生活于辛辛那提期间见证黑奴跨河逃亡的真实场景。《汤姆叔叔的小屋》是美国南北战争前最具政治影响力的小说。","Brunswick, Maine",United States,Cincinnati,43.914,-69.965,1852,文学/政治,"黑奴汤姆是肯塔基州谢尔比庄园的虔诚黑人,因主人欠债被卖往南方。在密西西比河船上他救起白人女童伊娃,被伊娃父亲圣克莱尔买下,在新奥尔良过了一段相对体面的生活。伊娃病逝、主人意外身亡后,汤姆被卖给残暴的种植园主莱格里,因拒绝鞭打同伴并掩护逃奴而被毒打致死。小说另有一线索讲述黑奴母亲伊莱莎抱婴儿冰上逃亡的故事。斯托夫人以基督教道德与情感震撼力,推动北方民众反对奴隶制,被认为是美国内战的导火索之一。",19世纪; 北美; 政治; 母女关系; 种族; 战争与革命
Little Women 小妇人,Louisa May Alcott,"美国小说家(1832-1888),生于费城,在波士顿附近的康科德长大,与超验主义思想家爱默生、梭罗为邻。作品以自身姐妹经验为蓝本,塑造美国少女文学的经典。","Concord, Massachusetts",United States,Concord,42.4604,-71.3489,1868,文学/小说,"南北战争时期,马奇家四姐妹与母亲在父亲随军出征期间相依度日。家境清贫但精神富足,四姐妹各具个性:温柔的大姐玛格梦想婚姻与体面生活,叛逆的二姐乔渴望成为作家,音乐家三妹贝丝体弱而善良,小妹艾米向往艺术与上流社会。她们与邻居劳里少爷成为挚友,共同经历贫困、疾病、爱情与死亡。乔最终拒绝劳里的求婚,坚持文学事业。小说以温情笔触描绘19世纪美国新英格兰中产家庭的日常,成为代代女孩的成长读本。",19世纪; 北美; 小说; 女性主义; 母女关系; 婚姻
The Country of Pointed Firs 尖枞之乡,Sarah Orne Jewett,"美国小说家(1849-1909),缅因州海岸出身,与终身伴侣安妮·菲尔兹同居。作品以新英格兰乡村女性为主,被认为是美国地方色彩文学的代表。","South Berwick, Maine",United States,South Berwick,43.2342,-70.805,1896,文学/地方色彩,"一位无名女作家来到缅因海岸小镇邓尼特过夏,寄居于年长草药女医生托德太太家。她以朴素笔记记录小镇日常:孤独地住在小岛上的老渔人、被同代渐次抛弃的家族最后一个老姐妹、年迈渔夫之间持续半世纪的情谊。整部书几乎没有情节,以中年女性彼此的友谊与劳作为核心。朱厄特以白描散文,呈现19世纪末新英格兰渔村被工业化遗忘的社群,以及在那些社群里独自年老的女人。本书被薇拉·凯瑟称为美国文学最完美的小书之一。",19世纪; 北美; 地方色彩; 女性主义; 乡野; 身体与欲望
The Awakening 觉醒,Kate Chopin,"美国小说家(1850-1904),生于密苏里州圣路易斯,丧夫后开始写作。作品以新奥尔良克里奥尔社会为背景,直面女性的性与精神觉醒,被维多利亚时代视为丑闻。","New Orleans, USA",United States,New Orleans,29.9511,-90.0715,1899,文学/女性主义,"新奥尔良中产女子艾德娜·庞特利耶与体面但乏味的丈夫和两个孩子在墨西哥湾的格兰岛度假。她在那里结识年轻迷人的罗伯特·勒布伦,内心被搅动。回到城里,她开始抛弃习俗:学绘画、与丈夫分床、追求年轻情人。罗伯特爱她但不敢逾越社会界限,远走墨西哥。艾德娜意识到既无法回到旧角色又无人能真正容纳她,独自前往海滩,赤身游入大海。小说在1899年发表时震惊读者,被视为美国文学中第一部明确表达女性性自主的作品,后被女性主义批评重新发现。",19世纪; 北美; 女性主义; 婚姻; 爱情; 身体与欲望
The House of Mirth 欢乐之家,Edith Wharton,"美国小说家(1862-1937),纽约旧贵族家庭出身,首位获普利策小说奖的女性。作品深刻刻画镀金时代纽约社交圈的伪善与女性命运。","New York, USA",United States,New York,40.7128,-74.006,1905,文学/小说,"29岁的莉莉·巴特是世纪之交纽约上流社会的美貌女子,出身没落贵族,寄人篱下,必须靠嫁人维持身份。她精于交际,却屡屡因不肯妥协而错过婚机,陷入流言、债务与社交圈的冷酷排挤。她爱慕律师塞尔登,但他犹豫不决。她在错综复杂的金钱与名声游戏中节节败退,被赶出表姐家、被迫做帽匠学徒、欠下旧债,最终因服安眠药过量在出租屋中身亡。华顿以冷静的反讽与精确的社会观察,展现镀金时代女性即使聪明美丽也被有限社会角色压垮的命运。",20世纪上半叶; 北美; 小说; 女性主义; 都市; 身份认同
"O Pioneers! 啊,拓荒者!",Willa Cather,"美国小说家(1873-1947),童年随家迁居内布拉斯加大草原,大学毕业后在纽约任编辑。作品以中西部移民为主,书写新世界的女性英雄。","New York, USA",United States,"Red Cloud, Nebraska",40.0879,-98.5184,1913,文学/小说,"19世纪末瑞典移民伯格森一家在内布拉斯加大草原垦荒。父亲临终时把家业交给最有头脑的女儿亚历山德拉,而非两个游手好闲的儿子。亚历山德拉以惊人的毅力与远见,在干旱、债务与邻居们的怀疑中坚守土地,几年后果然将贫瘠草原变为富饶农场。她终身未嫁,把母性投注于自然与农庭。书中另一线索是弟弟埃米尔与已婚朋友玛丽的悲剧性恋情。凯瑟以朴素而史诗的笔触,把中西部草原的开拓变成一部女性英雄史,被誉为美国西部文学的奠基之作。",20世纪上半叶; 北美; 小说; 女性主义; 母女关系; 移民流亡
The Age of Innocence 纯真年代,Edith Wharton,"美国小说家(1862-1937),纽约旧贵族家庭出身,首位获普利策小说奖的女性。作品深刻刻画镀金时代纽约社交圈的伪善与女性命运。","Paris, France",United States,New York,48.8556,2.3522,1920,文学/小说,"1870年代纽约上流社会,年轻律师纽兰·阿切尔与温顺的梅·韦兰订婚。梅的表姐艾伦·奥兰斯卡伯爵夫人因婚姻不幸从欧洲返回,以独立见识与情感坦率震动保守的纽约社交圈。纽兰在帮助她办理离婚的过程中爱上她,几次试图与之私奔均被无形的社交压力阻止。最终他与梅按部就班结婚生子,艾伦则远嫁回欧洲。多年后纽兰丧妻,与儿子赴巴黎,有机会见艾伦,却选择在公寓楼下离去。本书获1921年普利策奖,呈现旧纽约严苛规约下被牺牲的爱情。",20世纪上半叶; 北美; 小说; 女性主义; 婚姻; 都市
Gone with the Wind 飘,Margaret Mitchell,"美国小说家(1900-1949),生于亚特兰大,曾任记者。以毕生十年完成唯一长篇小说《飘》,获1937年普利策奖,书写美国南方在战争中的盛衰。","Atlanta, Georgia",United States,Atlanta,33.749,-84.388,1936,历史小说,"南北战争前夕,佐治亚州种植园千金斯嘉丽·奥哈拉爱慕邻家少爷艾希礼,后者却娶了温柔的梅兰妮。战争爆发,亚特兰大沦陷,斯嘉丽逃回故园塔拉庄园,在烧毁的家园前发誓决不再挨饿。她以铁腕重建家业,先后嫁给妹妹未婚夫与浪荡的瑞德·巴特勒,但内心始终执着于艾希礼。当她终于意识到自己真正爱的是瑞德时,瑞德已对她失望离去。她说:明天再想吧,毕竟明天又是新的一天。小说以一位强悍女性的视角,呈现南方旧秩序的崩塌与重建。",20世纪上半叶; 北美; 小说; 历史小说; 女性主义; 战争与革命
Their Eyes Were Watching God 他们眼望上苍,Zora Neale Hurston,"美国非裔人类学家与小说家(1891-1960),哈莱姆文艺复兴重要作家。她记录非裔南方民间口传文化,代表作以女性自我探寻为主线,生前默默无闻,后被女性主义重新发现。",Haiti,United States,New York (Harlem),18.5944,-72.3074,1937,文学/小说,"非裔女性珍妮·克劳福德回到家乡,向好友讲述自己半生的婚姻历程。她经历三段婚姻:第一任丈夫年老而平庸,第二任丈夫是雄心勃勃却控制欲极强的小镇市长,第三任丈夫蒂·凯克比她年轻,带她去佛罗里达湿地与黑人移民工人共同生活,她第一次体验自由与平等的爱情。一场飓风带来灾难,珍妮被迫开枪打死染上狂犬病的蒂·凯克,后受审获释归家。赫斯顿以诗化的黑人方言,讲述一个女人挣脱沉默、找到自己声音的故事。",20世纪上半叶; 北美; 小说; 女性主义; 婚姻; 移民流亡
To Kill a Mockingbird 杀死一只知更鸟,Harper Lee,"美国小说家(1926-2016),生于阿拉巴马州,儿时玩伴是后来的作家杜鲁门·卡波蒂。她以唯一长篇小说获普利策奖,塑造美国种族良知的文学典范。","New York, USA",United States,"Monroeville, Alabama",31.5118,-87.3286,1960,文学/法律,"故事以大萧条时期阿拉巴马小镇梅科姆为背景,由9岁女孩斯库特·芬奇的眼睛讲述。她的父亲、律师阿提克斯·芬奇为被诬告强奸白人女孩的黑人男子汤姆·鲁滨逊辩护,挑战整个南方种族秩序。斯库特、哥哥杰姆与好友迪尔同时被邻居那位足不出户的怪人布·拉德利所吸引。法庭最终在证据明显有利于黑人被告的情况下做出有罪判决,汤姆在越狱时被射杀。小说以孩子的纯真目光,审视种族偏见、阶级与道德勇气,成为美国民权运动时期最重要的文学作品之一。",20世纪下半叶; 北美; 法律; 种族; 性别暴力; 阶级
The Bell Jar 钟形罩,Sylvia Plath,"美国诗人与小说家(1932-1963),自白派代表诗人,作品以强烈情感与诗意意象刻画女性精神危机。30岁时自杀身亡,死后获普利策诗歌奖。","London, England",United States,Boston,51.5074,-0.128,1963,文学/自传,"1950年代,聪明而忧郁的大学女生埃丝特·格林伍德获得在纽约时尚杂志实习的机会,本应是命运的高光时刻,她却陷入深深的虚无与迷茫。她无法决定未来——结婚、生育、学术、艺术,每条路在她眼前都像无花果一样腐烂。回到郊区后,精神崩溃接踵而至,她尝试自杀被送入精神病院,经历电休克治疗。小说半自传地描写美国战后冷战时期女性在社会期待与个人欲望间的窒息,以钟形罩比喻精神疾病将人与世界隔绝的体验,成为女性精神史的经典文本。",20世纪下半叶; 北美; 自传; 女性主义; 精神疾病; 都市
I Know Why the Caged Bird Sings 我知道笼中鸟为何歌唱,Maya Angelou,"美国非裔作家、诗人与民权活动家(1928-2014),童年遭受性侵后失语数年,后成为多语种作家、舞者与社会运动领袖。她的自传与诗歌成为非裔女性书写的丰碑。","California, USA",United States,San Francisco,37.7751,-122.4192,1969,回忆录,"本书是安杰卢自传五部曲的第一部,讲述她从3岁到17岁的成长。她与哥哥贝利被父母送到南方阿肯色州乡村,由开杂货店的祖母抚养,在种族隔离的恐怖下度过童年。8岁时回到圣路易斯与母亲短暂同住,被母亲男友强奸,加害者被亲属杀死后她陷入数年失语。在祖母与一位文学导师的引导下,她重新开始说话,后来到旧金山读高中,成为该市第一位黑人有轨电车售票员,16岁未婚生子。本书是非裔女性自传文学的里程碑,首次以充分自我意识表达童年创伤、种族与读书的力量。",20世纪下半叶; 北美; 回忆录; 女性主义; 母女关系; 种族
